Attr bn phenotype phenotype2
is_042241 8 attr_8 Leukemia Other
is_042242 150 attr_150 Apoptosis Other
is_042243 170 attr_170 Other Other
is_042244 166 attr_166 Apoptosis Other
is_042245 184 attr_184 Apoptosis Other
is_042246 57 attr_57 Leukemia Other
is_042247 346 attr_346 Apoptosis Other
is_042248 20 attr_20 Other Other
is_042249 11 attr_11 Apoptosis Other
is_042250 179 attr_179 Other Other
is_042251 22 attr_22 Other Other
is_042252 162 attr_162 Leukemia Other
is_042253 266 attr_266 Other Other
is_042254 76 attr_76 Apoptosis Other
is_042255 220 attr_220 Other Other
is_042256 195 attr_195 Apoptosis Apoptosis
is_042257 213 attr_213 Other Other
is_042258 1 attr_1 Leukemia Other
is_042259 2 attr_2 Apoptosis Other
is_042260 8 attr_8 Leukemia Other
is_042261 239 attr_239 Other Other
is_042262 2 attr_2 Apoptosis Other
is_042263 202 attr_202 Apoptosis Other
is_042264 710 attr_710 Other Other
is_042265 216 attr_216 Other Other
is_042266 92 attr_92 Apoptosis Other
is_042267 152 attr_152 Other Other
is_042268 179 attr_179 Other Other
is_042269 234 attr_234 Other Other
is_042270 240 attr_240 Other Other
is_042271 3 attr_3 Other Other
is_042272 1 attr_1 Leukemia Other
is_042273 701 attr_701 Other Other
is_042274 157 attr_157 Other Other
is_042275 202 attr_202 Apoptosis Other
is_042276 3 attr_3 Other Other
is_042277 168 attr_168 Other Other
is_042278 12 attr_12 Leukemia Other
is_042279 205 attr_205 Other Other
is_042280 203 attr_203 Leukemia Other
is_042281 195 attr_195 Apoptosis Apoptosis
is_042282 8 attr_8 Leukemia Other
is_042283 73 attr_73 Other Other
is_042284 200 attr_200 Other Other
is_042285 222 attr_222 Other Other
is_042286 215 attr_215 Other Other
is_042287 169 attr_169 Leukemia Other
is_042288 93 attr_93 Other Other
is_042289 161 attr_161 Apoptosis Other
is_042290 228 attr_228 Apoptosis Other
is_042291 20 attr_20 Other Other
is_042292 184 attr_184 Apoptosis Other
is_042293 102 attr_102 Other Other
is_042294 195 attr_195 Apoptosis Apoptosis
is_042295 203 attr_203 Leukemia Other
is_042296 594 attr_594 Other Other
is_042297 170 attr_170 Other Other
is_042298 336 attr_336 Other Other
is_042299 181 attr_181 Apoptosis Other
is_042300 180 attr_180 Apoptosis Other
is_042301 18 attr_18 Apoptosis Other
is_042302 9 attr_9 Other Other
is_042303 3 attr_3 Other Other
is_042304 3 attr_3 Other Other
is_042305 13 attr_13 Leukemia Other
is_042306 170 attr_170 Other Other
is_042307 156 attr_156 Other Other
is_042308 228 attr_228 Apoptosis Other
is_042309 167 attr_167 Apoptosis Other
is_042310 92 attr_92 Apoptosis Other
is_042311 209 attr_209 Apoptosis Other
is_042312 201 attr_201 Other Other
is_042313 221 attr_221 Other Other
is_042314 260 attr_260 Other Other
is_042315 235 attr_235 Other Other
is_042316 203 attr_203 Leukemia Other
is_042317 706 attr_706 Other Other
is_042318 200 attr_200 Other Other
is_042319 222 attr_222 Other Other
is_042320 230 attr_230 Other Other
is_042321 13 attr_13 Leukemia Other
is_042322 188 attr_188 Other Other
is_042323 7 attr_7 Apoptosis Other
is_042324 197 attr_197 Apoptosis Other
is_042325 12 attr_12 Leukemia Other
is_042326 336 attr_336 Other Other
is_042327 14 attr_14 Other Other
is_042328 190 attr_190 Other Other
is_042329 168 attr_168 Other Other
is_042330 207 attr_207 Apoptosis Other
is_042331 79 attr_79 Other Other
is_042332 235 attr_235 Other Other
is_042333 170 attr_170 Other Other
is_042334 181 attr_181 Apoptosis Other
is_042335 208 attr_208 Other Other
is_042336 169 attr_169 Leukemia Other
is_042337 235 attr_235 Other Other
is_042338 234 attr_234 Other Other
is_042339 179 attr_179 Other Other
is_042340 228 attr_228 Apoptosis Other
is_042341 10 attr_10 Other Other
is_042342 19 attr_19 Apoptosis Other
is_042343 173 attr_173 Other Other
is_042344 181 attr_181 Apoptosis Other
is_042345 266 attr_266 Other Other
is_042346 210 attr_210 Other Other
is_042347 181 attr_181 Apoptosis Other
is_042348 609 attr_609 Other Other
is_042349 698 attr_698 Other Other
is_042350 160 attr_160 Leukemia Other
is_042351 160 attr_160 Leukemia Other
is_042352 162 attr_162 Leukemia Other
is_042353 368 attr_368 Apoptosis Other
is_042354 168 attr_168 Other Other
is_042355 5 attr_5 Apoptosis Other
is_042356 76 attr_76 Apoptosis Other
is_042357 89 attr_89 Apoptosis Other
is_042358 185 attr_185 Other Other
is_042359 200 attr_200 Other Other
is_042360 200 attr_200 Other Other
is_042361 42 attr_42 Other Other
is_042362 209 attr_209 Apoptosis Other
is_042363 193 attr_193 Other Other
is_042364 12 attr_12 Leukemia Other
is_042365 1 attr_1 Leukemia Other
is_042366 170 attr_170 Other Other
is_042367 228 attr_228 Apoptosis Other
is_042368 3 attr_3 Other Other
is_042369 185 attr_185 Other Other
is_042370 168 attr_168 Other Other
is_042371 163 attr_163 Other Other
is_042372 16 attr_16 Apoptosis Other
is_042373 197 attr_197 Apoptosis Other
is_042374 202 attr_202 Apoptosis Other
is_042375 9 attr_9 Other Other
is_042376 453 attr_453 Other Other
is_042377 202 attr_202 Apoptosis Other
is_042378 194 attr_194 Other Other
is_042379 166 attr_166 Apoptosis Other
is_042380 717 attr_717 Other Other
is_042381 112 attr_112 Other Other
is_042382 22 attr_22 Other Other
is_042383 151 attr_151 Other Other
is_042384 416 attr_416 Apoptosis Other
is_042385 2 attr_2 Apoptosis Other
is_042386 172 attr_172 Apoptosis Other
is_042387 169 attr_169 Leukemia Other
is_042388 82 attr_82 Other Other
is_042389 190 attr_190 Other Other
is_042390 18 attr_18 Apoptosis Other
is_042391 247 attr_247 Apoptosis Other
is_042392 84 attr_84 Other Other
is_042393 160 attr_160 Leukemia Other
is_042394 202 attr_202 Apoptosis Other
is_042395 2 attr_2 Apoptosis Other
is_042396 645 attr_645 Other Other
is_042397 167 attr_167 Apoptosis Other
is_042398 166 attr_166 Apoptosis Other
is_042399 155 attr_155 Other Other
is_042400 610 attr_610 Other Other
is_042401 197 attr_197 Apoptosis Other
is_042402 321 attr_321 Other Other
is_042403 79 attr_79 Other Other
is_042404 166 attr_166 Apoptosis Other
is_042405 292 attr_292 Other Other
is_042406 167 attr_167 Apoptosis Other
is_042407 24 attr_24 Other Other
is_042408 702 attr_702 Other Other
is_042409 699 attr_699 Other Other
is_042410 1 attr_1 Leukemia Other
is_042411 235 attr_235 Other Other
is_042412 312 attr_312 Other Other
is_042413 176 attr_176 Apoptosis Other
is_042414 195 attr_195 Apoptosis Apoptosis
is_042415 239 attr_239 Other Other
is_042416 157 attr_157 Other Other
is_042417 194 attr_194 Other Other
is_042418 266 attr_266 Other Other
is_042419 19 attr_19 Apoptosis Other
is_042420 1 attr_1 Leukemia Other
is_042421 209 attr_209 Apoptosis Other
is_042422 170 attr_170 Other Other
is_042423 284 attr_284 Leukemia Leukemia
is_042424 337 attr_337 Other Other
is_042425 157 attr_157 Other Other
is_042426 214 attr_214 Apoptosis Other
is_042427 734 attr_734 Other Other
is_042428 204 attr_204 Apoptosis Other
is_042429 20 attr_20 Other Other
is_042430 599 attr_599 Other Other
is_042431 4 attr_4 Apoptosis Other
is_042432 190 attr_190 Other Other
is_042433 4 attr_4 Apoptosis Other
is_042434 190 attr_190 Other Other
is_042435 108 attr_108 Apoptosis Other
is_042436 183 attr_183 Other Other
is_042437 234 attr_234 Other Other
is_042438 347 attr_347 Other Other
is_042439 589 attr_589 Other Other
is_042440 203 attr_203 Leukemia Other
is_042441 32 attr_32 Apoptosis Other
is_042442 240 attr_240 Other Other
is_042443 229 attr_229 Other Other
is_042444 189 attr_189 Other Other
is_042445 152 attr_152 Other Other
is_042446 181 attr_181 Apoptosis Other
is_042447 168 attr_168 Other Other
is_042448 74 attr_74 Other Other
is_042449 22 attr_22 Other Other
is_042450 591 attr_591 Other Other
is_042451 7 attr_7 Apoptosis Other
is_042452 183 attr_183 Other Other
is_042453 232 attr_232 Apoptosis Other
is_042454 258 attr_258 Other Other
is_042455 77 attr_77 Other Other
is_042456 237 attr_237 Other Other
is_042457 279 attr_279 Other Other
is_042458 187 attr_187 Other Other
is_042459 167 attr_167 Apoptosis Other
is_042460 96 attr_96 Other Other
is_042461 195 attr_195 Apoptosis Apoptosis
is_042462 419 attr_419 Apoptosis Other
is_042463 221 attr_221 Other Other
is_042464 163 attr_163 Other Other
is_042465 183 attr_183 Other Other
is_042466 301 attr_301 Apoptosis Other
is_042467 208 attr_208 Other Other
is_042468 234 attr_234 Other Other
is_042469 15 attr_15 Other Other
is_042470 595 attr_595 Other Other
is_042471 258 attr_258 Other Other
is_042472 699 attr_699 Other Other
is_042473 170 attr_170 Other Other
is_042474 207 attr_207 Apoptosis Other
is_042475 181 attr_181 Apoptosis Other
is_042476 161 attr_161 Apoptosis Other
is_042477 16 attr_16 Apoptosis Other
is_042478 185 attr_185 Other Other
is_042479 102 attr_102 Other Other
is_042480 14 attr_14 Other Other
is_042481 16 attr_16 Apoptosis Other
is_042482 19 attr_19 Apoptosis Other
is_042483 193 attr_193 Other Other
is_042484 94 attr_94 Other Other
is_042485 155 attr_155 Other Other
is_042486 251 attr_251 Other Other
is_042487 180 attr_180 Apoptosis Other
is_042488 7 attr_7 Apoptosis Other
is_042489 9 attr_9 Other Other
is_042490 234 attr_234 Other Other
is_042491 670 attr_670 Other Other
is_042492 21 attr_21 Other Other
is_042493 235 attr_235 Other Other
is_042494 14 attr_14 Other Other
is_042495 308 attr_308 Other Other
is_042496 169 attr_169 Leukemia Other
is_042497 166 attr_166 Apoptosis Other
is_042498 220 attr_220 Other Other
is_042499 170 attr_170 Other Other
is_042500 7 attr_7 Apoptosis Other
is_042501 216 attr_216 Other Other
is_042502 694 attr_694 Other Other
is_042503 5 attr_5 Apoptosis Other
is_042504 193 attr_193 Other Other
is_042505 24 attr_24 Other Other
is_042506 183 attr_183 Other Other
is_042507 155 attr_155 Other Other
is_042508 308 attr_308 Other Other
is_042509 160 attr_160 Leukemia Other
is_042510 185 attr_185 Other Other
is_042511 155 attr_155 Other Other
is_042512 299 attr_299 Other Other
is_042513 9 attr_9 Other Other
is_042514 16 attr_16 Apoptosis Other
is_042515 176 attr_176 Apoptosis Other
is_042516 227 attr_227 Other Other
is_042517 37 attr_37 Other Other
is_042518 179 attr_179 Other Other
is_042519 181 attr_181 Apoptosis Other
is_042520 180 attr_180 Apoptosis Other
is_042521 174 attr_174 Apoptosis Other
is_042522 179 attr_179 Other Other
is_042523 234 attr_234 Other Other
is_042524 155 attr_155 Other Other
is_042525 185 attr_185 Other Other
is_042526 227 attr_227 Other Other
is_042527 195 attr_195 Apoptosis Apoptosis
is_042528 229 attr_229 Other Other
is_042529 14 attr_14 Other Other
is_042530 336 attr_336 Other Other
is_042531 180 attr_180 Apoptosis Other
is_042532 24 attr_24 Other Other
is_042533 155 attr_155 Other Other
is_042534 698 attr_698 Other Other
is_042535 89 attr_89 Apoptosis Other
is_042536 202 attr_202 Apoptosis Other
is_042537 197 attr_197 Apoptosis Other
is_042538 207 attr_207 Apoptosis Other
is_042539 161 attr_161 Apoptosis Other
is_042540 216 attr_216 Other Other
is_042541 234 attr_234 Other Other
is_042542 18 attr_18 Apoptosis Other
is_042543 104 attr_104 Other Other
is_042544 193 attr_193 Other Other
is_042545 188 attr_188 Other Other
is_042546 169 attr_169 Leukemia Other
is_042547 227 attr_227 Other Other
is_042548 21 attr_21 Other Other
is_042549 195 attr_195 Apoptosis Apoptosis
is_042550 202 attr_202 Apoptosis Other
is_042551 162 attr_162 Leukemia Other
is_042552 775 attr_775 Other Other
is_042553 3 attr_3 Other Other
is_042554 19 attr_19 Apoptosis Other
is_042555 162 attr_162 Leukemia Other
is_042556 20 attr_20 Other Other
is_042557 6 attr_6 Other Other
is_042558 201 attr_201 Other Other
is_042559 150 attr_150 Apoptosis Other
is_042560 106 attr_106 Other Other
is_042561 234 attr_234 Other Other
is_042562 176 attr_176 Apoptosis Other
is_042563 151 attr_151 Other Other
is_042564 157 attr_157 Other Other
is_042565 166 attr_166 Apoptosis Other
is_042566 152 attr_152 Other Other
is_042567 179 attr_179 Other Other
is_042568 188 attr_188 Other Other
is_042569 150 attr_150 Apoptosis Other
is_042570 288 attr_288 Leukemia Other
is_042571 194 attr_194 Other Other
is_042572 92 attr_92 Apoptosis Other
is_042573 605 attr_605 Other Other
is_042574 187 attr_187 Other Other
is_042575 19 attr_19 Apoptosis Other
is_042576 234 attr_234 Other Other
is_042577 299 attr_299 Other Other
is_042578 15 attr_15 Other Other
is_042579 232 attr_232 Apoptosis Other
is_042580 266 attr_266 Other Other
is_042581 286 attr_286 Other Other
is_042582 4 attr_4 Apoptosis Other
is_042583 152 attr_152 Other Other
is_042584 161 attr_161 Apoptosis Other
is_042585 106 attr_106 Other Other
is_042586 2 attr_2 Apoptosis Other
is_042587 156 attr_156 Other Other
is_042588 2 attr_2 Apoptosis Other
is_042589 702 attr_702 Other Other
is_042590 3 attr_3 Other Other
is_042591 232 attr_232 Apoptosis Other
is_042592 193 attr_193 Other Other
is_042593 8 attr_8 Leukemia Other
is_042594 18 attr_18 Apoptosis Other
is_042595 19 attr_19 Apoptosis Other
is_042596 12 attr_12 Leukemia Other
is_042597 155 attr_155 Other Other
is_042598 701 attr_701 Other Other
is_042599 157 attr_157 Other Other
is_042600 197 attr_197 Apoptosis Other
is_042601 150 attr_150 Apoptosis Other
is_042602 14 attr_14 Other Other
is_042603 187 attr_187 Other Other
is_042604 150 attr_150 Apoptosis Other
is_042605 597 attr_597 Other Other
is_042606 105 attr_105 Other Other
is_042607 180 attr_180 Apoptosis Other
is_042608 169 attr_169 Leukemia Other
is_042609 20 attr_20 Other Other
is_042610 102 attr_102 Other Other
is_042611 168 attr_168 Other Other
is_042612 216 attr_216 Other Other
is_042613 173 attr_173 Other Other
is_042614 232 attr_232 Apoptosis Other
is_042615 181 attr_181 Apoptosis Other
is_042616 77 attr_77 Other Other
is_042617 1 attr_1 Leukemia Other
is_042618 98 attr_98 Other Other
is_042619 89 attr_89 Apoptosis Other
is_042620 197 attr_197 Apoptosis Other
is_042621 174 attr_174 Apoptosis Other
is_042622 288 attr_288 Leukemia Other
is_042623 5 attr_5 Apoptosis Other
is_042624 18 attr_18 Apoptosis Other
is_042625 197 attr_197 Apoptosis Other
is_042626 181 attr_181 Apoptosis Other
is_042627 156 attr_156 Other Other
is_042628 209 attr_209 Apoptosis Other
is_042629 19 attr_19 Apoptosis Other
is_042630 187 attr_187 Other Other
is_042631 9 attr_9 Other Other
is_042632 207 attr_207 Apoptosis Other
is_042633 170 attr_170 Other Other
is_042634 1 attr_1 Leukemia Other
is_042635 209 attr_209 Apoptosis Other
is_042636 180 attr_180 Apoptosis Other
is_042637 167 attr_167 Apoptosis Other
is_042638 82 attr_82 Other Other
is_042639 20 attr_20 Other Other
is_042640 297 attr_297 Other Other
is_042641 221 attr_221 Other Other
is_042642 597 attr_597 Other Other
is_042643 167 attr_167 Apoptosis Other
is_042644 7 attr_7 Apoptosis Other
is_042645 240 attr_240 Other Other
is_042646 19 attr_19 Apoptosis Other
is_042647 699 attr_699 Other Other
is_042648 106 attr_106 Other Other
is_042649 224 attr_224 Apoptosis Other
is_042650 176 attr_176 Apoptosis Other
is_042651 209 attr_209 Apoptosis Other
is_042652 93 attr_93 Other Other
is_042653 228 attr_228 Apoptosis Other
is_042654 157 attr_157 Other Other
is_042655 34 attr_34 Other Other
is_042656 698 attr_698 Other Other
is_042657 3 attr_3 Other Other
is_042658 594 attr_594 Other Other
is_042659 484 attr_484 Apoptosis Other
is_042660 183 attr_183 Other Other
is_042661 12 attr_12 Leukemia Other
is_042662 234 attr_234 Other Other
is_042663 7 attr_7 Apoptosis Other
is_042664 209 attr_209 Apoptosis Other
is_042665 594 attr_594 Other Other
is_042666 174 attr_174 Apoptosis Other
is_042667 4 attr_4 Apoptosis Other
is_042668 262 attr_262 Apoptosis Other
is_042669 9 attr_9 Other Other
is_042670 179 attr_179 Other Other
is_042671 18 attr_18 Apoptosis Other
is_042672 197 attr_197 Apoptosis Other
is_042673 169 attr_169 Leukemia Other
is_042674 92 attr_92 Apoptosis Other
is_042675 2 attr_2 Apoptosis Other
is_042676 155 attr_155 Other Other
is_042677 278 attr_278 Other Other
is_042678 173 attr_173 Other Other
is_042679 4 attr_4 Apoptosis Other
is_042680 195 attr_195 Apoptosis Apoptosis
is_042681 214 attr_214 Apoptosis Other
is_042682 167 attr_167 Apoptosis Other
is_042683 181 attr_181 Apoptosis Other
is_042684 189 attr_189 Other Other
is_042685 220 attr_220 Other Other
is_042686 2 attr_2 Apoptosis Other
is_042687 181 attr_181 Apoptosis Other
is_042688 9 attr_9 Other Other
is_042689 697 attr_697 Other Other
is_042690 162 attr_162 Leukemia Other
is_042691 180 attr_180 Apoptosis Other
is_042692 169 attr_169 Leukemia Other
is_042693 13 attr_13 Leukemia Other
is_042694 174 attr_174 Apoptosis Other
is_042695 180 attr_180 Apoptosis Other
is_042696 186 attr_186 Other Other
is_042697 474 attr_474 Apoptosis Other
is_042698 202 attr_202 Apoptosis Other
is_042699 218 attr_218 Apoptosis Other
is_042700 18 attr_18 Apoptosis Other
is_042701 14 attr_14 Other Other
is_042702 195 attr_195 Apoptosis Apoptosis
is_042703 172 attr_172 Apoptosis Other
is_042704 717 attr_717 Other Other
is_042705 170 attr_170 Other Other
is_042706 91 attr_91 Other Other
is_042707 167 attr_167 Apoptosis Other
is_042708 20 attr_20 Other Other
is_042709 10 attr_10 Other Other
is_042710 262 attr_262 Apoptosis Other
is_042711 260 attr_260 Other Other
is_042712 152 attr_152 Other Other
is_042713 15 attr_15 Other Other
is_042714 176 attr_176 Apoptosis Other
is_042715 210 attr_210 Other Other
is_042716 165 attr_165 Other Other
is_042717 283 attr_283 Other Other
is_042718 6 attr_6 Other Other
is_042719 162 attr_162 Leukemia Other
is_042720 193 attr_193 Other Other
is_042721 197 attr_197 Apoptosis Other
is_042722 29 attr_29 Other Other
is_042723 4 attr_4 Apoptosis Other
is_042724 157 attr_157 Other Other
is_042725 224 attr_224 Apoptosis Other
is_042726 16 attr_16 Apoptosis Other
is_042727 185 attr_185 Other Other
is_042728 1 attr_1 Leukemia Other
is_042729 595 attr_595 Other Other
is_042730 14 attr_14 Other Other
is_042731 35 attr_35 Other Other
is_042732 7 attr_7 Apoptosis Other
is_042733 9 attr_9 Other Other
is_042734 200 attr_200 Other Other
is_042735 240 attr_240 Other Other
is_042736 169 attr_169 Leukemia Other
is_042737 157 attr_157 Other Other
is_042738 294 attr_294 Apoptosis Other
is_042739 160 attr_160 Leukemia Other
is_042740 213 attr_213 Other Other
is_042741 235 attr_235 Other Other
is_042742 19 attr_19 Apoptosis Other
is_042743 93 attr_93 Other Other
is_042744 220 attr_220 Other Other
is_042745 197 attr_197 Apoptosis Other
is_042746 36 attr_36 Leukemia Other
is_042747 347 attr_347 Other Other
